"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Parameter Value[Calibrant list]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Derived Spectral Data File"	"Metabolite Assignment File"
"batch06_C07"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C07"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C07"	"batch06_C07__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C07__Dataset02_AT"	"batch06_C07__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C07__Dataset03_FS"	"batch06_C07__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C07__Dataset05_SPL"	"batch06_C07__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C07__Dataset06_FPL"	"batch06_C07__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S06"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S06"	"batch06_S06__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S06__Dataset02_AT"	"batch06_S06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S06__Dataset03_FS"	"batch06_S06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S06__Dataset05_SPL"	"batch06_S06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S06__Dataset06_FPL"	"batch06_S06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_QC27"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_QC27"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_QC27"	"batch06_QC27__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_QC27__Dataset02_AT"	"batch06_QC27__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_QC27__Dataset03_FS"	"batch06_QC27__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_QC27__Dataset05_SPL"	"batch06_QC27__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_QC27__Dataset06_FPL"	"batch06_QC27__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C08"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C08"	"batch06_C08__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C08__Dataset02_AT"	"batch06_C08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C08__Dataset03_FS"	"batch06_C08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C08__Dataset05_SPL"	"batch06_C08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C08__Dataset06_FPL"	"batch06_C08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C06"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C06"	"batch06_C06__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C06__Dataset02_AT"	"batch06_C06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C06__Dataset03_FS"	"batch06_C06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C06__Dataset05_SPL"	"batch06_C06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C06__Dataset06_FPL"	"batch06_C06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S02"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S02"	"batch06_S02__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S02__Dataset02_AT"	"batch06_S02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S02__Dataset03_FS"	"batch06_S02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S02__Dataset05_SPL"	"batch06_S02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S02__Dataset06_FPL"	"batch06_S02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S09"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S09"	"batch06_S09__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S09__Dataset02_AT"	"batch06_S09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S09__Dataset03_FS"	"batch06_S09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S09__Dataset05_SPL"	"batch06_S09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S09__Dataset06_FPL"	"batch06_S09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C02"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C02"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C02"	"batch06_C02__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C02__Dataset02_AT"	"batch06_C02__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C02__Dataset03_FS"	"batch06_C02__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C02__Dataset05_SPL"	"batch06_C02__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C02__Dataset06_FPL"	"batch06_C02__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_QC28"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_QC28"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_QC28"	"batch06_QC28__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_QC28__Dataset02_AT"	"batch06_QC28__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_QC28__Dataset03_FS"	"batch06_QC28__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_QC28__Dataset05_SPL"	"batch06_QC28__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_QC28__Dataset06_FPL"	"batch06_QC28__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S04"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S04"	"batch06_S04__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S04__Dataset02_AT"	"batch06_S04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S04__Dataset03_FS"	"batch06_S04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S04__Dataset05_SPL"	"batch06_S04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S04__Dataset06_FPL"	"batch06_S04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S08"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S08"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S08"	"batch06_S08__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S08__Dataset02_AT"	"batch06_S08__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S08__Dataset03_FS"	"batch06_S08__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S08__Dataset05_SPL"	"batch06_S08__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S08__Dataset06_FPL"	"batch06_S08__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C04"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C04"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C04"	"batch06_C04__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C04__Dataset02_AT"	"batch06_C04__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C04__Dataset03_FS"	"batch06_C04__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C04__Dataset05_SPL"	"batch06_C04__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C04__Dataset06_FPL"	"batch06_C04__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_S10"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_S10"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_S10"	"batch06_S10__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_S10__Dataset02_AT"	"batch06_S10__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_S10__Dataset03_FS"	"batch06_S10__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_S10__Dataset05_SPL"	"batch06_S10__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_S10__Dataset06_FPL"	"batch06_S10__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_C09"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_C09"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_C09"	"batch06_C09__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_C09__Dataset02_AT"	"batch06_C09__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_C09__Dataset03_FS"	"batch06_C09__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_C09__Dataset05_SPL"	"batch06_C09__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_C09__Dataset06_FPL"	"batch06_C09__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_QC29"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_QC29"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_QC29"	"batch06_QC29__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_QC29__Dataset02_AT"	"batch06_QC29__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_QC29__Dataset03_FS"	"batch06_QC29__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_QC29__Dataset05_SPL"	"batch06_QC29__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_QC29__Dataset06_FPL"	"batch06_QC29__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch06_B06"	"Extraction"	"80:20 methanol/water"	"other"	"batch06_B06"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch06_B06"	"batch06_B06__Dataset01_IRF.zip"	"Averaging of transients"	"batch06_B06__Dataset02_AT"	"batch06_B06__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch06_B06__Dataset03_FS"	"batch06_B06__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch06_B06__Dataset05_SPL"	"batch06_B06__Dataset05_SPL.zip"	"Replicate Filtering"	"batch06_B06__Dataset06_FPL"	"batch06_B06__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
"batch07_B07"	"Extraction"	"80:20 methanol/water"	"other"	"batch07_B07"	"Chromatography"	"Advion TriVersa NanoMate"	""	""	""	""	""	""	""	""	"Mass spectrometry"	"positive"	"70-590"	"Thermo Scientific LTQ FT Ultra"	""	""	"nanoelectrospray"	"MS"	"http://purl.obolibrary.org/obo/MS_1000398"	"ion cyclotron resonance cell"	"CHMO"	""	"batch07_B07"	"batch07_B07__Dataset01_IRF.zip"	"Averaging of transients"	"batch07_B07__Dataset02_AT"	"batch07_B07__Dataset02_AT.zip"	"Apodisation, Zero-filling and Fourier Transformation"	"batch07_B07__Dataset03_FS"	"batch07_B07__Dataset03_FS.zip"	"Mass Calibration and SIM-stitching"	"Dataset04_CalibrantList.txt"	""	""	"batch07_B07__Dataset05_SPL"	"batch07_B07__Dataset05_SPL.zip"	"Replicate Filtering"	"batch07_B07__Dataset06_FPL"	"batch07_B07__Dataset06_FPL.zip"	"Sample Filtering including TIC-filtering, Blank Filtering and Missing-value Filtering"	""	"Dataset07__SFPM.xlsx"	"PQN Normalisation"	""	"Dataset08a__SFPM_PQN.xlsx"	"Batch Correction"	""	"Dataset08b__SFPM_PQN_BATCH.xlsx"	"Spectral Cleaning"	""	"Dataset08c__SFPM_PQN_BATCH_CLEAN.xlsx"	"Missing Values Imputation - KNN"	""	"Dataset9c__SFPM_PQN_BATCH_CLEAN_KNN.xlsx"	"Glog Transformation"	""	"Dataset10c__SFPM_PQN_BATCH_CLEAN_KNN_GLOG.xlsx"	""
