"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell line]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Glucose source]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Level measurement type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Cell number]"	"Term Source REF"	"Term Accession Number"
"15_62"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_62"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_63"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_63"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_64"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_64"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_65"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_65"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_66"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_66"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_67"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_67"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_68"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_68"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_69"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_69"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_70"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_70"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_71"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_71"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_72"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_72"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_73"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_73"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_74"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_74"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_75"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_75"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_76"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_76"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_77"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_77"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_78"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_78"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_79"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_79"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_80"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_80"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_81"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_81"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_82"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_82"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_83"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_83"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_84"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_84"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_85"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_85"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_86"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_86"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_87"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_87"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_88"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_88"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_89"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_89"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_90"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_90"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_91"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_91"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_92"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_92"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_93"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_93"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_94"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_94"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_95"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_95"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_96"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_96"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_97"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_97"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_98"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_98"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_99"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_99"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_100"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_100"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_101"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_101"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_102"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_102"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_103"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_103"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_104"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_104"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_105"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_105"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_106"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_106"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_107"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_107"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_108"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_108"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_109"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_109"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_110"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_110"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_111"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_111"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_112"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_112"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_113"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_113"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_114"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_114"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_115"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_115"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_116"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_116"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_117"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_117"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_118"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_118"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"15_119"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"15_119"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"1"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
"16_1"	"Saccharomyces cerevisiae"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4932"	"Saccharomyces cerevisiae strain YSBN.6"	""	""	"whole organism"	"EFO"	""	"Sample collection"	"16_1"	"wild type"	""	""	"Glucose 12C"	""	""	"MALDI (population level) measurement"	""	""	"+ 2-deoxyglucose"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"n/a"	""	""
