"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"	"Factor Value[Ionisation]"	"Term Source REF"	"Term Accession Number"
"Tyrosine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Tyrosine"	"Tyrosine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"tZ"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"tZ"	"tZ_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"tZ"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"tZ byproduct peak"	"tZ-2.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Uracil"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Uracil"	"Uracil_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Valine"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Valine"	"Valine_FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Xylitol"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Xylitol"	"Xylitol FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Xylobiose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Xylobiose"	"Xylobiose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Xylobiose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Xylobiose byproduct peak"	"Xylobiose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Xylose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Xylose"	"Xylose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Xylose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Xylose byproduct peak"	"Xylulose FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
"Xylulose"	"Extraction"	"Lyophilized"	"methoximation and sylilation"	"no extraction"	"Chromatography"	"Agilent 7890A GC"	""	""	"HP-5ms GC (0.25 µm, 0.32 mm x 30 m; Agilent Technologies)"	"low polarity"	"Nothing"	"Nothing"	""	""	"Mass spectrometry"	"positive"	"10-1600"	"JEOL AccuTOF GCv"	""	""	"field ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000258"	"time-of-flight"	"MS"	"http://purl.obolibrary.org/obo/MS_1000084"	"Xylulose"	"Xylose_2 FI.jpf"	"Data transformation"	"none"	""	"Metabolite identification"	"None"	"m_FI-MS_spectra_database_v2_maf.tsv"	"Field Ionization"	""	""
