"Sample Name"	"Protocol REF"	"Factor Value[Batch run order]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Run order]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"1986952"	"Extraction"	"8"	""	""	"528"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_041"	"VT_140606_041.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2029120"	"Extraction"	"8"	""	""	"529"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_043"	"VT_140606_043.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2029120"	"Extraction"	"8"	""	""	"530"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_045"	"VT_140606_045.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2029120"	"Extraction"	"8"	""	""	"531"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_047"	"VT_140606_047.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2005900"	"Extraction"	"8"	""	""	"532"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_049"	"VT_140606_049.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2005900"	"Extraction"	"8"	""	""	"533"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_051"	"VT_140606_051.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2005900"	"Extraction"	"8"	""	""	"534"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_053"	"VT_140606_053.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2008343"	"Extraction"	"8"	""	""	"535"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_055"	"VT_140606_055.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2008343"	"Extraction"	"8"	""	""	"536"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_057"	"VT_140606_057.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2008343"	"Extraction"	"8"	""	""	"537"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_059"	"VT_140606_059.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2012627"	"Extraction"	"8"	""	""	"538"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_061"	"VT_140606_061.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2012627"	"Extraction"	"8"	""	""	"539"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_063"	"VT_140606_063.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2012627"	"Extraction"	"8"	""	""	"540"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_065"	"VT_140606_065.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2014509"	"Extraction"	"8"	""	""	"541"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_067"	"VT_140606_067.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2014509"	"Extraction"	"8"	""	""	"542"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_069"	"VT_140606_069.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2014509"	"Extraction"	"8"	""	""	"543"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_071"	"VT_140606_071.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2034626"	"Extraction"	"8"	""	""	"544"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_073"	"VT_140606_073.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2034626"	"Extraction"	"8"	""	""	"545"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_075"	"VT_140606_075.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2034626"	"Extraction"	"8"	""	""	"546"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_077"	"VT_140606_077.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2034979"	"Extraction"	"8"	""	""	"547"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_079"	"VT_140606_079.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2034979"	"Extraction"	"8"	""	""	"548"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_081"	"VT_140606_081.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2034979"	"Extraction"	"8"	""	""	"549"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_083"	"VT_140606_083.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2044186"	"Extraction"	"8"	""	""	"550"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_085"	"VT_140606_085.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2044186"	"Extraction"	"8"	""	""	"551"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_087"	"VT_140606_087.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2044186"	"Extraction"	"8"	""	""	"552"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_089"	"VT_140606_089.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2044227"	"Extraction"	"8"	""	""	"553"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_091"	"VT_140606_091.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2044227"	"Extraction"	"8"	""	""	"554"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_093"	"VT_140606_093.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2044227"	"Extraction"	"8"	""	""	"555"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_095"	"VT_140606_095.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2045897"	"Extraction"	"8"	""	""	"556"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_097"	"VT_140606_097.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2045897"	"Extraction"	"8"	""	""	"557"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_099"	"VT_140606_099.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2045897"	"Extraction"	"8"	""	""	"558"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_101"	"VT_140606_101.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2028703"	"Extraction"	"8"	""	""	"559"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_103"	"VT_140606_103.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2028703"	"Extraction"	"8"	""	""	"560"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_105"	"VT_140606_105.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2028703"	"Extraction"	"8"	""	""	"561"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_107"	"VT_140606_107.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2023653"	"Extraction"	"8"	""	""	"562"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_109"	"VT_140606_109.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2023653"	"Extraction"	"8"	""	""	"563"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_111"	"VT_140606_111.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2023653"	"Extraction"	"8"	""	""	"564"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_113"	"VT_140606_113.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2021453"	"Extraction"	"8"	""	""	"565"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_115"	"VT_140606_115.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2021453"	"Extraction"	"8"	""	""	"566"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_117"	"VT_140606_117.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2021453"	"Extraction"	"8"	""	""	"567"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_119"	"VT_140606_119.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2018936"	"Extraction"	"8"	""	""	"568"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_121"	"VT_140606_121.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2018936"	"Extraction"	"8"	""	""	"569"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_123"	"VT_140606_123.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2018936"	"Extraction"	"8"	""	""	"570"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_125"	"VT_140606_125.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
"2016509"	"Extraction"	"8"	""	""	"571"	""	""	""	""	""	"Chromatography"	"Thermo Scientific Dionex Ultimate 3000 HPLC system"	""	""	"TARGA C18 (5 µm, 2.1 mm x 100 mm; Higgins Analytical)"	"reverse phase"	""	""	""	""	"Mass spectrometry"	"positive"	"85-1275"	"Thermo Scientific Q Exactive"	""	""	"electrospray ionization"	"MS"	""	"orbitrap"	"MS"	""	"VT_140606_127"	"VT_140606_127.cdf"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_mahpic_04_metabolite_profiling_mass_spectrometry_maf.tsv"
